group_id,pred_choice,conf,best_time,pred_time,baseline_time,regret_strict,speedup_vs_baseline_strict,regret,speedup_vs_baseline
705,vec_pragma,0.9771367907524108,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
706,vec_pragma,0.981788694858551,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
707,vec_pragma,0.983535647392273,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
708,vec_pragma,0.9561238288879396,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
709,vec_pragma,0.9649513959884644,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
710,vec_pragma,0.968410074710846,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
711,vec_pragma,0.982406497001648,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
712,vec_pragma,0.9853417873382568,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
713,vec_pragma,0.9865750670433044,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
714,vec_pragma,0.9548540711402892,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
715,vec_pragma,0.9617082476615906,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
716,vec_pragma,0.9642856121063232,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
717,vec_pragma,0.9154118299484252,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
718,vec_pragma,0.9284017086029052,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
719,vec_pragma,0.9331936836242676,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
720,vec_pragma,0.9621701240539552,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
721,vec_pragma,0.9674074053764344,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
722,vec_pragma,0.9695783853530884,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
723,vec_pragma,0.9027695059776306,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
724,vec_pragma,0.9138762354850768,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
725,vec_pragma,0.9184092879295348,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
726,vec_pragma,0.8305267691612244,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
727,vec_pragma,0.8490894436836243,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
728,vec_pragma,0.8549321293830872,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
729,vec_pragma,0.9952847361564636,8e-06,8e-06,5.9e-05,1.0,7.375,1.0,7.374203224596926
730,vec_pragma,0.99716055393219,8e-06,8e-06,5.9e-05,1.0,7.375,1.0,7.374203224596926
731,vec_pragma,0.9977391958236694,8e-06,8e-06,5.9e-05,1.0,7.375,1.0,7.374203224596926
732,vec_pragma,0.9837228655815125,8e-06,8e-06,5.85e-05,1.0,7.3125,1.0,7.311711036120485
733,vec_pragma,0.9907716512680054,8e-06,8e-06,5.9e-05,1.0,7.375,1.0,7.374203224596926
734,vec_pragma,0.9927839040756226,8e-06,8e-06,5.9e-05,1.0,7.375,1.0,7.374203224596926
735,vec_pragma,0.9678688049316406,8.5e-06,8.5e-06,5.85e-05,1.0,6.88235294117647,1.0,6.881660981061051
736,vec_pragma,0.9821597933769226,8e-06,8e-06,5.85e-05,1.0,7.3125,1.0,7.311711036120485
737,vec_pragma,0.9862123727798462,8e-06,8e-06,5.8e-05,1.0,7.25,1.0,7.249218847644045
738,vec_pragma,0.986473560333252,8e-06,8e-06,5.85e-05,1.0,7.3125,1.0,7.311711036120485
739,vec_pragma,0.9917448163032532,8e-06,8e-06,5.9e-05,1.0,7.375,1.0,7.374203224596926
740,vec_pragma,0.9933182001113892,8e-06,8e-06,5.9e-05,1.0,7.375,1.0,7.374203224596926
741,vec_pragma,0.9556645154953004,8e-06,8e-06,5.9e-05,1.0,7.375,1.0,7.374203224596926
742,vec_pragma,0.9744523167610168,8e-06,8e-06,6.35e-05,1.0,7.9375,1.0,7.93663292088489
743,vec_pragma,0.9798816442489624,8e-06,8e-06,5.9e-05,1.0,7.375,1.0,7.374203224596926
744,vec_pragma,0.9146624207496644,8e-06,8e-06,5.85e-05,1.0,7.3125,1.0,7.311711036120485
745,vec_pragma,0.9488109946250916,8e-06,8e-06,5.85e-05,1.0,7.3125,1.0,7.311711036120485
746,vec_pragma,0.9592605829238892,8e-06,8e-06,5.8e-05,1.0,7.25,1.0,7.249218847644045
747,vec_pragma,0.9705497622489928,8.5e-06,8.5e-06,5.9e-05,1.0,6.9411764705882355,1.0,6.940477590871661
748,vec_pragma,0.9815765023231506,8e-06,8e-06,5.85e-05,1.0,7.3125,1.0,7.311711036120485
749,vec_pragma,0.985263466835022,8.5e-06,8.5e-06,5.8e-05,1.0,6.823529411764706,1.0,6.822844371250441
750,vec_pragma,0.9050740003585817,8e-06,8e-06,5.9e-05,1.0,7.375,1.0,7.374203224596926
751,vec_pragma,0.940549612045288,8e-06,8e-06,5.9e-05,1.0,7.375,1.0,7.374203224596926
752,vec_pragma,0.9514939188957214,8e-06,8e-06,6.45e-05,1.0,8.0625,1.0,8.06161729783777
753,vec_pragma,0.8172837495803833,8e-06,8e-06,5.9e-05,1.0,7.375,1.0,7.374203224596926
754,vec_pragma,0.8792316913604736,8e-06,8e-06,5.85e-05,1.0,7.3125,1.0,7.311711036120485
755,vec_pragma,0.9026668667793274,8e-06,8e-06,5.85e-05,1.0,7.3125,1.0,7.311711036120485
756,omp,0.4861471951007843,0.000521,0.001341,0.002678,2.5738963531669867,1.9970171513795674,2.573893332258479,1.9970164078923134
757,omp,0.4940869212150574,0.000558,0.0012445,0.002738,2.2302867383512543,2.200080353555645,2.230284533540262,2.200079389249185
758,omp,0.4999162554740906,0.0005725,0.0015225,0.0026835,2.6593886462882095,1.7625615763546798,2.6593857477978204,1.7625610754935466
759,omp,0.4743015468120575,0.0005275,0.0017655,0.002635,3.3469194312796207,1.4924950438969131,3.3469149821516924,1.4924947649420761
760,omp,0.4840923547744751,0.0004665,0.0004665,0.0026635,1.0,5.709539121114684,1.0,5.7095290256612525
761,omp,0.4895872175693512,0.000468,0.000468,0.0026365,1.0,5.6335470085470085,1.0,5.633537107826692
762,omp,0.4710153937339782,0.0004525,0.0004525,0.00266,1.0,5.878453038674033,1.0,5.878442257586171
763,omp,0.4814283549785614,0.0004585,0.0004585,0.0027809999999999,1.0,6.065430752453435,1.0,6.065419704646009
764,omp,0.4874878525733948,0.000459,0.000459,0.0029785,1.0,6.489106753812636,1.0,6.489094795000446
765,omp,0.5802980661392212,0.0004554999999999,0.0004554999999999,0.0028595,1.0,6.277716794732443,1.0,6.277705208112886
766,omp,0.5897740125656128,0.0004535,0.0004535,0.002701,1.0,5.955898566703417,1.0,5.9558876386160104
767,omp,0.594726026058197,0.0004545,0.0004545,0.0026615,1.0,5.855885588558856,1.0,5.855874904565666
768,omp,0.5718795657157898,0.000458,0.000458,0.0028005,1.0,6.114628820960698,1.0,6.114617653673244
769,omp,0.5836808681488037,0.000465,0.000465,0.002651,1.0,5.701075268817204,1.0,5.701065158999658
770,omp,0.5903010964393616,0.0004685,0.0004685,0.0026745,1.0,5.708644610458911,1.0,5.70863456001161
771,omp,0.5684627294540405,0.000459,0.000459,0.0026705,1.0,5.818082788671024,1.0,5.818072291781499
772,omp,0.5807164907455444,0.0004615,0.0004615,0.002701,1.0,5.852654387865655,1.0,5.852643872927685
773,omp,0.5872930288314819,0.0004669999999999,0.0004669999999999,0.002691,1.0,5.76231263383421,1.0,5.762302436184453
774,omp,0.62921541929245,0.000464,0.000464,0.0026405,1.0,5.6907327586206895,1.0,5.690722649304635
775,omp,0.6387607455253601,0.0004625,0.0004625,0.002653,1.0,5.736216216216216,1.0,5.736205975770862
776,omp,0.6436747908592224,0.000451,0.000451,0.00267,1.0,5.9201773835920175,1.0,5.920166474131986
777,omp,0.6213772892951965,0.0004695,0.0004695,0.0026295,1.0,5.600638977635783,1.0,5.600629178638597
778,omp,0.6335553526878357,0.0004575,0.0004575,0.002654,1.0,5.801092896174864,1.0,5.801082402005679
779,omp,0.6396150588989258,0.0004604999999999,0.0004604999999999,0.0026605,1.0,5.777415852335674,1.0,5.777405477948099
780,omp,0.6175548434257507,0.0004669999999999,0.0004669999999999,0.0026585,1.0,5.692719486082589,1.0,5.692709437454243
781,omp,0.6298176646232605,0.000457,0.000457,0.002674,1.0,5.851203501094092,1.0,5.851192885792372
782,omp,0.6362079381942749,0.000458,0.000458,0.002637,1.0,5.757641921397379,1.0,5.757631533555603
783,tile_unroll_omp,0.4422747790813446,0.0010975,0.0010975,0.009711,1.0,8.848291571753986,1.0,8.848284420697567
784,tile_unroll_omp,0.3875267803668976,0.001094,0.001094,0.0096914999999999,1.0,8.858775137111426,1.0,8.858767953594102
785,omp,0.3623369038105011,0.001133,0.0014995,0.0096935,1.323477493380406,6.464488162720907,1.3234772078753683,6.464484518516493
786,tile_unroll_omp,0.5151363611221313,0.0011015,0.0011015,0.0096645,1.0,8.773944620971402,1.0,8.773937563379425
787,tile_unroll_omp,0.4660729765892029,0.0010775,0.0010775,0.009798,1.0,9.093271461716938,1.0,9.0932639505671
788,tile_unroll_omp,0.4374339878559112,0.0011535,0.0011535,0.0097275,1.0,8.433029908972692,1.0,8.433023465085856
789,tile_unroll_omp,0.5450378060340881,0.0010639999999999,0.0010639999999999,0.0096945,1.0,9.111372180451983,1.0,9.111364556989054
790,tile_unroll_omp,0.4996859729290008,0.0011015,0.0011015,0.0097815,1.0,8.880163413527008,1.0,8.880156259504076
791,tile_unroll_omp,0.4718412458896637,0.0011424999999999,0.0011424999999999,0.0096545,1.0,8.450328227571855,1.0,8.450321706502528
792,omp,0.4765518009662628,0.0014415,0.0014415,0.009728,1.0,6.748525841137703,1.0,6.748521853262676
793,omp,0.4912059009075165,0.001449,0.001449,0.009757,1.0,6.733609385783299,1.0,6.733605428843735
794,omp,0.4994616210460663,0.00148,0.00148,0.0097115,1.0,6.561824324324324,1.0,6.561820566337455
795,omp,0.4697405993938446,0.0014485,0.0014485,0.009648,1.0,6.660683465654126,1.0,6.660679557694473
796,omp,0.4881934821605682,0.0014429999999999,0.0014429999999999,0.0097355,1.0,6.746708246708713,1.0,6.746704264238676
797,omp,0.4975224137306213,0.0014685,0.0014685,0.009757,1.0,6.644194756554307,1.0,6.644190913046706
798,omp,0.4663158059120178,0.00145,0.00145,0.0095349999999999,1.0,6.575862068965448,1.0,6.575858223545984
799,omp,0.4855288863182068,0.0014625,0.0014625,0.0100069999999999,1.0,6.842393162393094,1.0,6.842389167597082
800,omp,0.4967385828495025,0.0014364999999999,0.0014364999999999,0.009812,1.0,6.830490776192608,1.0,6.830486717378325
801,omp,0.5533872246742249,0.00147,0.00147,0.00969,1.0,6.591836734693878,1.0,6.591832930725898
802,omp,0.570120096206665,0.00144,0.00144,0.00958,1.0,6.652777777777778,1.0,6.65277385224038
803,omp,0.5781553983688354,0.001451,0.001451,0.0098185,1.0,6.76671261199173,1.0,6.766708637692187
804,omp,0.5467217564582825,0.001442,0.001442,0.009785,1.0,6.7857142857142865,1.0,6.785710273432543
805,omp,0.567415714263916,0.002471,0.002471,0.0097145,1.0,3.93140428976123,1.0,3.9314031034386465
806,omp,0.577202558517456,0.001486,0.001486,0.0097665,1.0,6.572341857335128,1.0,6.5723381074440725
807,omp,0.541815996170044,0.0014555,0.0014555,0.009666,1.0,6.641016832703538,1.0,6.641012957050528
808,omp,0.5640525817871094,0.0014565,0.0014565,0.0097705,1.0,6.708204600068658,1.0,6.70820068094701
809,omp,0.5756816267967224,0.0014659999999999,0.0014659999999999,0.009774,1.0,6.667121418827194,1.0,6.667117553126271
810,tile_unroll_omp,0.4807928800582886,0.0042045,0.0042045,0.025052,1.0,5.958377928410037,1.0,5.958376749107682
811,tile_unroll_omp,0.4004358351230621,0.0041919999999999,0.0041919999999999,0.026007,1.0,6.20395992366427,1.0,6.203958682261912
812,tile_omp,0.3631059825420379,0.0044795,0.0050945,0.0249395,1.1372921084942516,4.895377367749534,1.137292077845278,4.895376603125605
813,tile_unroll_omp,0.5950576663017273,0.0041595,0.0041595,0.0259295,1.0,6.23380213968025,1.0,6.233800881403803
814,tile_unroll_omp,0.5228673815727234,0.004413,0.004413,0.025548,1.0,5.789259007477906,1.0,5.78925792221665
815,tile_unroll_omp,0.4817874729633331,0.0043195,0.0043195,0.0252879999999999,1.0,5.854381294131242,1.0,5.854380170302055
816,tile_unroll_omp,0.64087975025177,0.0041945,0.0041945,0.025342,1.0,6.041721301704612,1.0,6.041720099721038
817,tile_unroll_omp,0.5767208933830261,0.004078,0.004078,0.025602,1.0,6.278077488965179,1.0,6.2780761946846
818,tile_unroll_omp,0.5384961366653442,0.004613,0.004613,0.0258709999999999,1.0,5.608280945154975,1.0,5.608279946178182
819,tile_unroll_omp,0.4023718535900116,0.004377,0.004377,0.0254935,1.0,5.824423120859036,1.0,5.824422018637875
820,omp,0.3805035948753357,0.0048059999999999,0.0050165,0.025653,1.0437994173949448,5.113724708462075,1.04379940828146,5.113723888423424
821,omp,0.3897450864315033,0.0048925,0.005677,0.025035,1.1603474706182932,4.409899594856439,1.1603474378441618,4.4098989942048625
822,tile_unroll_omp,0.4887641966342926,0.0042675,0.0042675,0.025608,1.0,6.000702987697715,1.0,6.000701815887096
823,tile_unroll_omp,0.4365371465682983,0.004608,0.004608,0.0256395,1.0,5.564127604166666,1.0,5.5641266136878
824,tile_unroll_omp,0.4052323997020721,0.004899,0.004899,0.026073,1.0,5.322106552357624,1.0,5.322105670115192
825,tile_unroll_omp,0.5258259177207947,0.0042214999999999,0.0042214999999999,0.02482,1.0,5.879426744048463,1.0,5.879425588197322
826,tile_unroll_omp,0.4743127524852752,0.004368,0.004368,0.0259035,1.0,5.930288461538461,1.0,5.930287332809676
827,tile_unroll_omp,0.4448499679565429,0.004837,0.004837,0.024944,1.0,5.156915443456688,1.0,5.156914584057352
828,omp,0.4640973508358001,0.005022,0.005022,0.025122,1.0,5.002389486260453,1.0,5.002388689289388
829,omp,0.483624666929245,0.004824,0.004824,0.025265,1.0,5.237354892205638,1.0,5.237354013815502
830,omp,0.4930806756019592,0.0049775,0.0049775,0.025117,1.0,5.046107483676544,1.0,5.046106670797253
831,omp,0.4631113409996032,0.0052125,0.0052125,0.0252085,1.0,4.836163069544364,1.0,4.836162333589959
832,omp,0.4886958003044128,0.0046805,0.0046805,0.026106,1.0,5.577609229783143,1.0,5.57760825176621
833,omp,0.5030803084373474,0.0050185,0.0050185,0.0257325,1.0,5.127528145860316,1.0,5.1275273233979615
834,omp,0.4578821659088135,0.005114,0.005114,0.025161,1.0,4.920023464998045,1.0,4.920022698470336
835,omp,0.488534927368164,0.005033,0.005033,0.025745,1.0,5.115239419829128,1.0,5.115238602177905
836,omp,0.5036471486091614,0.0053265,0.0053265,0.0252905,1.0,4.748052191870835,1.0,4.748051488209614
837,tile_unroll_omp,0.475894570350647,0.0057955,0.0057955,0.047923,1.0,8.269001811750496,1.0,8.269000557501412
838,tile_omp,0.4729754328727722,0.0063765,0.0063765,0.0480919999999999,1.0,7.542068532894205,1.0,7.54206750692894
839,tile_omp,0.5008333325386047,0.0060365,0.007284,0.0479775,1.2066594881139732,6.58669686985173,1.2066594538789936,6.586696102869838
840,tile_unroll_omp,0.6367622017860413,0.0056255,0.0056255,0.0480155,1.0,8.535330192871745,1.0,8.535328853376791
841,tile_unroll_omp,0.5399813652038574,0.007297,0.007414,0.048151,1.0160339865698231,6.494604801726464,1.016033984372484,6.494604060614505
842,tile_unroll_omp,0.4860453307628631,0.0069145,0.0070674999999999,0.0481955,1.022127413406595,6.819313760169888,1.0221274102064488,6.819312936779306
843,tile_unroll_omp,0.7016161680221558,0.0064545,0.0064545,0.0484755,1.0,7.510341622124099,1.0,7.510340613472675
844,tile_unroll_omp,0.6189340949058533,0.007225,0.0074065,0.047992,1.0251211072664361,6.479713764936204,1.0251211037894665,6.4797130250843145
845,tile_unroll_omp,0.5701451301574707,0.0065625,0.0065625,0.0480489999999999,1.0,7.321752380952366,1.0,7.321751417637864
846,tile_unroll_omp,0.417353868484497,0.005629,0.005629,0.050987,1.0,9.05791437200213,1.0,9.057912940502229
847,tile_omp,0.3840095400810241,0.0057135,0.0063265,0.0480375,1.1072897523409468,7.59306093416581,1.1072897335626615,7.593059892031945
848,tile_omp,0.4094625115394592,0.0060405,0.0065,0.048457,1.07606986176641,7.454923076923078,1.0760698491731067,7.454922083858141
849,tile_unroll_omp,0.5473101735115051,0.005647,0.005647,0.048444,1.0,8.578714361607933,1.0,8.57871301953019
850,tile_unroll_omp,0.4764624238014221,0.00566,0.00566,0.048378,1.0,8.547349823321554,1.0,8.547348489867757
851,tile_unroll_omp,0.43489670753479,0.0058655,0.0058655,0.048104,1.0,8.201176370300912,1.0,8.201175142583727
852,tile_unroll_omp,0.6005873680114746,0.0055955,0.0055955,0.048123,1.0,8.60030381556608,1.0,8.60030245727773
853,tile_unroll_omp,0.5333905220031738,0.005606,0.005606,0.048442,1.0,8.641098822689974,1.0,8.641097459668666
854,tile_unroll_omp,0.4947365820407867,0.0058595,0.0058595,0.0483945,1.0,8.259151804761498,1.0,8.259150565892897
855,omp,0.372859925031662,0.007197,0.007197,0.048826,1.0,6.784215645407809,1.0,6.784214841709762
856,omp,0.3892370462417602,0.0071085,0.0071085,0.0482885,1.0,6.793064640922839,1.0,6.793063825973999
857,omp,0.3975159823894501,0.007147,0.007147,0.047902,1.0,6.702392612284875,1.0,6.7023918144127865
858,tile_unroll_omp,0.4698820114135742,0.0068815,0.011143,0.048319,1.6192690547119089,4.3362649196805165,1.6192689647215048,4.336264620275992
859,omp,0.4092502295970917,0.0072134999999999,0.0072134999999999,0.0481874999999999,1.0,6.680182990226737,1.0,6.680182202788988
860,omp,0.4253891110420227,0.0069885,0.0069885,0.0480745,1.0,6.879087071617658,1.0,6.8790862303661395
861,tile_unroll_omp,0.5149459838867188,0.0069255,0.0108665,0.0481245,1.5690563858205182,4.428702894216169,1.5690563036522553,4.428702578686553
862,tile_unroll_omp,0.451090395450592,0.00752,0.0111095,0.048083,1.4773271276595745,4.328097574148252,1.4773270641852307,4.328097274576059
863,omp,0.4294260740280151,0.007013,0.007013,0.0481525,1.0,6.866177099672037,1.0,6.8661762632003045
864,tile_omp,0.4868156611919403,0.0129625,0.0142965,0.0865325,1.1029122468659596,6.052705207568286,1.1029122389267318,6.05270485414578
865,tile_omp,0.5964791178703308,0.0129909999999999,0.014374,0.0874785,1.1064583172965985,6.085884235425073,1.1064583091018245,6.085883881599842
866,tile_omp,0.630011796951294,0.012153,0.0134825,0.0872719999999999,1.1093968567431909,6.472983497125897,1.1093968477415577,6.472983091193534
867,tile_unroll_omp,0.6492131948471069,0.0129775,0.0129775,0.0874095,1.0,6.735465228279716,1.0,6.7354647863251955
868,tile_unroll_omp,0.5253992080688477,0.0131089999999999,0.0131089999999999,0.0862705,1.0,6.581013044473313,1.0,6.581012618734308
869,tile_unroll_omp,0.4590062797069549,0.012136,0.0136525,0.086659,1.1249588002636783,6.347482146127083,1.12495878996714,6.347481754441915
870,tile_unroll_omp,0.7353373765945435,0.0120985,0.0126595,0.086532,1.0463693846344588,6.835341048224653,1.0463693808018035,6.835340587279072
871,tile_unroll_omp,0.6315184235572815,0.0110415,0.0129155,0.0862205,1.1697233165783636,6.6757384537958275,1.1697233012069645,6.67573801434416
872,tile_unroll_omp,0.5714001655578613,0.012177,0.012177,0.0869959999999999,1.0,7.144288412581088,1.0,7.144287907999671
873,tile_omp,0.4130635261535644,0.0088845,0.009808,0.0868165,1.1039450728797344,8.851600734094616,1.1039450611801385,8.851599933564444
874,tile_omp,0.5099786520004272,0.009083,0.0100315,0.086752,1.1044258504899263,8.647958929372475,1.1044258389930817,8.647958166978201
875,tile_omp,0.5454965829849243,0.0105895,0.0105895,0.0864745,1.0,8.166060720525048,1.0,8.166060043811319
876,tile_unroll_omp,0.5871909856796265,0.0088834999999999,0.0088834999999999,0.087056,1.0,9.799741093037763,1.0,9.799740102466469
877,tile_unroll_omp,0.4953610301017761,0.0089595,0.0089595,0.0870114999999999,1.0,9.711646855293251,1.0,9.711645882957086
878,tile_unroll_omp,0.4435286521911621,0.0095335,0.0095335,0.0867435,1.0,9.098809461373053,1.0,9.098808611862525
879,tile_unroll_omp,0.6588053107261658,0.0088995,0.0088995,0.086872,1.0,9.761447272318671,1.0,9.761446287831196
880,tile_unroll_omp,0.576427698135376,0.0089459999999999,0.0089459999999999,0.086755,1.0,9.697630225799347,1.0,9.697629253562678
881,tile_unroll_omp,0.5280365943908691,0.0093005,0.0093005,0.086561,1.0,9.307134025052417,1.0,9.307133131860317
882,tile_unroll_omp,0.3646203875541687,0.0145755,0.017521,0.0865195,1.2020856917429932,4.938045773643057,1.2020856778782423,4.938045548881597
883,tile_omp,0.4257362484931946,0.0142115,0.019795,0.086511,1.3928860429933505,4.370346046981561,1.3928860153477103,4.370345876719077
884,tile_omp,0.4584701359272003,0.0140655,0.020526,0.086868,1.4593153460595072,4.2320958783981295,1.4593153134040515,4.232095720934633
885,tile_unroll_omp,0.5141841173171997,0.0143305,0.0172795,0.0869585,1.2057848644499494,5.032466217193784,1.2057848500900283,5.032465983826732
886,tile_unroll_omp,0.4302152395248413,0.0142565,0.0175929999999999,0.0863454999999999,1.2340335987093536,4.9079463422952525,1.2340335822934323,4.907946120164512
887,tile_unroll_omp,0.3865242004394531,0.0146605,0.018361,0.0866295,1.2524129463524436,4.718125374434944,1.2524129291352322,4.718125171933709
888,tile_unroll_omp,0.5738916397094727,0.014002,0.0196835,0.086598,1.4057634623625195,4.399522442655015,1.4057634333835571,4.399522269945779
889,tile_unroll_omp,0.4955254793167114,0.0142254999999999,0.017557,0.086379,1.234192119784902,4.919917981431907,1.234192103322064,4.919917758163823
890,tile_unroll_omp,0.4538091123104095,0.0149485,0.0181255,0.087309,1.212529685252701,4.816915395437367,1.212529671035243,4.816915184854753
891,tile_omp,0.5781140923500061,0.0162399999999999,0.0183,0.1365655,1.126847290640401,7.4625956284153006,1.1268472828296077,7.4625952752680185
892,tile_omp,0.7024497389793396,0.0162185,0.018098,0.135525,1.115886179363073,7.4883965079014265,1.1158861722177653,7.488396149386886
893,tile_omp,0.7369499206542969,0.0167035,0.0174915,0.1368059999999999,1.0471757416110397,7.821284623960204,1.047175738786737,7.821284233983116
894,tile_unroll_omp,0.641577422618866,0.0161215,0.0161215,0.137085,1.0,8.50324101355333,1.0,8.503240548135066
895,tile_unroll_omp,0.4886321425437927,0.0160155,0.0160155,0.136179,1.0,8.502950266928913,1.0,8.502949798448391
896,tile_omp,0.5326290130615234,0.016788,0.0184515,0.1360265,1.0990886347390993,7.372110668509335,1.0990886288367505,7.372110323165579
897,tile_unroll_omp,0.7504911422729492,0.0160625,0.0160625,0.1369035,1.0,8.523175097276265,1.0,8.523174628907418
898,tile_unroll_omp,0.6229175329208374,0.0153134999999999,0.0153134999999999,0.1369755,1.0,8.944754628269232,1.0,8.94475410946203
899,tile_unroll_omp,0.5504890084266663,0.0152055,0.0152055,0.136694,1.0,8.989773437243104,1.0,8.98977291179028
900,tile_omp,0.5089504718780518,0.012876,0.0128955,0.1365425,1.0015144454799627,10.588383544647359,1.001514445362345,10.588382801102494
901,tile_omp,0.6296008825302124,0.0125085,0.0125085,0.136134,1.0,10.883319342846864,1.0,10.883318552718668
902,tile_omp,0.6711658239364624,0.0132075,0.0132075,0.136257,1.0,10.316638273708119,1.0,10.316637568303042
903,tile_unroll_omp,0.608895480632782,0.011737,0.011737,0.136758,1.0,11.651870154213173,1.0,11.651869246667015
904,tile_unroll_omp,0.4943552315235138,0.0117845,0.0117845,0.1361315,1.0,11.551741694598837,1.0,11.551740799207366
905,tile_unroll_omp,0.4313052594661712,0.0118375,0.0118375,0.1363715,1.0,11.520295670538543,1.0,11.52029478181248
906,tile_unroll_omp,0.7016394138336182,0.0113914999999999,0.0113914999999999,0.136971,1.0,12.023965237238398,1.0,12.023964269502432
907,tile_unroll_omp,0.6032382249832153,0.012238,0.016895,0.1361415,1.3805360352998857,8.058094110683633,1.380536004205262,8.058093692921355
908,tile_unroll_omp,0.5436941385269165,0.0122425,0.0122425,0.1359105,1.0,11.101531549928527,1.0,11.1015307248086
909,tile_omp,0.4405198097229004,0.0197719999999999,0.0246515,0.1367195,1.2467883876188612,5.546092529866336,1.246788375137151,5.546092345451906
910,tile_omp,0.5442922115325928,0.01989,0.0244525,0.1366534999999999,1.2293866264454498,5.588528780288311,1.2293866149126889,5.5885285926376165
911,tile_omp,0.584600567817688,0.0198395,0.0250085,0.1360245,1.2605408402429497,5.439130695563509,1.2605408271105205,5.439130518058639
912,tile_unroll_omp,0.5474483370780945,0.0200465,0.0217315,0.136995,1.084054573117502,6.303982697926973,1.0840545689245222,6.3039824538581115
913,tile_unroll_omp,0.4427310824394226,0.019948,0.021619,0.136085,1.0837677962703027,6.294694481705908,1.083767792070995,6.294694236796604
914,tile_unroll_omp,0.3896419107913971,0.0199005,0.0227965,0.135577,1.1455239818095022,5.947272607637137,1.1455239744969234,5.947272390618192
915,tile_unroll_omp,0.6246832609176636,0.0202945,0.021473,0.136788,1.0580699204217892,6.3702323848554,1.058069917560427,6.370232134763092
916,tile_unroll_omp,0.5313395261764526,0.0204955,0.0217185,0.1355605,1.0596716352370033,6.241706379354007,1.0596716323255528,6.241706138006485
917,tile_unroll_omp,0.480416864156723,0.0198225,0.0226945,0.136608,1.144885862025476,6.019432020974246,1.1448858547163145,6.019431799800313
918,tile_omp,0.6594639420509338,0.029378,0.0384785,0.4895239999999999,1.3097726189665735,12.722013592005924,1.3097726084222,12.722013287367924
919,tile_omp,0.7869700193405151,0.0313385,0.032215,0.471515,1.02796879237998,14.636504733819649,1.0279687914875062,14.636504310522916
920,tile_omp,0.8182954788208008,0.0331355,0.0332245,0.4900919999999999,1.0026859410601923,14.750921759544912,1.0026859409791329,14.750921345665958
921,tile_unroll_omp,0.6209530234336853,0.0291145,0.0291145,0.489296,1.0,16.8059214480757,1.0,16.80592090518742
922,tile_omp,0.534559428691864,0.0312185,0.0316565,0.483149,1.0140301423835225,15.262236823401198,1.014030141934105,15.262236372870143
923,tile_omp,0.6132158041000366,0.033087,0.033087,0.4839035,1.0,14.625185118022184,1.0,14.625184706223452
924,tile_unroll_omp,0.7536566257476807,0.0292494999999999,0.0292494999999999,0.4957055,1.0,16.947486281816843,1.0,16.947485736594334
925,tile_unroll_omp,0.6008460521697998,0.031073,0.031073,0.475599,1.0,15.305860393267468,1.0,15.305859932872272
926,tile_unroll_omp,0.5151383280754089,0.032219,0.032219,0.489894,1.0,15.205127409292654,1.0,15.205126968399798
927,tile_omp,0.5991269946098328,0.0310249999999999,0.0310249999999999,0.469257,1.0,15.125124899274827,1.0,15.125124443992815
928,tile_omp,0.7313003540039062,0.031996,0.031996,0.4677595,1.0,14.619311788973624,1.0,14.619311363316937
929,tile_omp,0.7729477286338806,0.0335035,0.0335035,0.467132,1.0,13.94278209739281,1.0,13.942781711081478
930,tile_unroll_omp,0.6145617961883545,0.0298815,0.0302515,0.48533,1.0123822431939495,16.043171412987785,1.0123822427795712,16.04317091571754
