group_id,pred_choice,conf,best_time,pred_time,baseline_time,regret_strict,speedup_vs_baseline_strict,regret,speedup_vs_baseline
461,vec_pragma,0.9259195327758788,2e-06,2e-06,6e-06,1.0,3.0,1.0,2.999000499750125
462,vec_pragma,0.8217442035675049,2e-06,2e-06,6.5e-06,1.0,3.25,1.0,3.24887556221889
463,vec_pragma,0.8349925875663757,1.5e-06,1.5e-06,6e-06,1.0,4.0,1.0,3.9980013324450363
464,vec_pragma,0.8376128673553467,2e-06,2e-06,6e-06,1.0,3.0,1.0,2.999000499750125
465,vec_pragma,0.7590748071670532,2e-06,2e-06,6e-06,1.0,3.0,1.0,2.999000499750125
466,vec_pragma,0.7757145166397095,2e-06,2e-06,6e-06,1.0,3.0,1.0,2.999000499750125
467,vec_pragma,0.7795723080635071,2e-06,2e-06,6.5e-06,1.0,3.25,1.0,3.24887556221889
468,vec_pragma,0.8345016241073608,2e-06,2e-06,6.5e-06,1.0,3.25,1.0,3.24887556221889
469,vec_pragma,0.8422079682350159,2e-06,2e-06,7e-06,1.0,3.5,1.0,3.498750624687656
470,vec_pragma,0.8450397253036499,2e-06,2e-06,6e-06,1.0,3.0,1.0,2.999000499750125
471,vec_pragma,0.6705113649368286,2e-06,2e-06,6.5e-06,1.0,3.25,1.0,3.24887556221889
472,vec_pragma,0.6826719045639038,2e-06,2e-06,6e-06,1.0,3.0,1.0,2.999000499750125
473,vec_pragma,0.6863561868667603,2e-06,2e-06,6e-06,1.0,3.0,1.0,2.999000499750125
474,vec_pragma,0.5607218146324158,2e-06,2e-06,6e-06,1.0,3.0,1.0,2.999000499750125
475,vec_pragma,0.575096845626831,2e-06,2e-06,7e-06,1.0,3.5,1.0,3.498750624687656
476,vec_pragma,0.5795961618423462,2e-06,2e-06,6e-06,1.0,3.0,1.0,2.999000499750125
477,vec_pragma,0.7131344079971313,2e-06,2e-06,6.5e-06,1.0,3.25,1.0,3.24887556221889
478,vec_pragma,0.7226848602294922,2e-06,2e-06,6e-06,1.0,3.0,1.0,2.999000499750125
479,vec_pragma,0.727615475654602,2e-06,2e-06,6e-06,1.0,3.0,1.0,2.999000499750125
480,vec_pragma,0.4994712769985199,2e-06,2e-06,6e-06,1.0,3.0,1.0,2.999000499750125
481,vec_pragma,0.509132444858551,2e-06,2e-06,6e-06,1.0,3.0,1.0,2.999000499750125
482,vec_pragma,0.5143399238586426,2e-06,2e-06,6.5e-06,1.0,3.25,1.0,3.24887556221889
483,vec_pragma,0.3935774266719818,2e-06,2e-06,6e-06,1.0,3.0,1.0,2.999000499750125
484,vec_pragma,0.400176078081131,2e-06,2e-06,6e-06,1.0,3.0,1.0,2.999000499750125
485,vec_pragma,0.4045631885528564,2e-06,2e-06,6.5e-06,1.0,3.25,1.0,3.24887556221889
486,vec_pragma,0.9703173637390136,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
487,vec_pragma,0.9748325943946838,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
488,vec_pragma,0.9767431616783142,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
489,vec_pragma,0.929451048374176,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
490,vec_pragma,0.9406372904777528,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
491,vec_pragma,0.9450559616088868,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
492,vec_pragma,0.8880434036254883,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
493,vec_pragma,0.9044422507286072,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
494,vec_pragma,0.9112769961357116,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
495,vec_pragma,0.9335120320320128,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
496,vec_pragma,0.9409541487693788,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
497,vec_pragma,0.9441299438476562,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
498,vec_pragma,0.8653439879417419,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
499,vec_pragma,0.877393901348114,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
500,vec_pragma,0.8822054266929626,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
501,vec_pragma,0.7967180013656616,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
502,vec_pragma,0.8133105635643005,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
503,vec_pragma,0.8197694420814514,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
504,vec_pragma,0.8739246726036072,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
505,vec_pragma,0.8848979473114014,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
506,vec_pragma,0.8891716599464417,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
507,vec_pragma,0.7522416710853577,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
508,vec_pragma,0.7664501667022705,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
509,vec_pragma,0.7720986604690552,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
510,vec_pragma,0.6575698852539062,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
511,vec_pragma,0.6712504625320435,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
512,vec_pragma,0.6748015880584717,3e-06,3e-06,1.5e-05,1.0,5.0,1.0,4.998667110963012
513,vec_pragma,0.987390160560608,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
514,vec_pragma,0.9909101128578186,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
515,vec_pragma,0.9923460483551024,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
516,vec_pragma,0.9678887724876404,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
517,vec_pragma,0.97743159532547,4.5e-06,4.5e-06,2.95e-05,1.0,6.555555555555555,1.0,6.554321261941791
518,vec_pragma,0.981088161468506,4.5e-06,4.5e-06,3e-05,1.0,6.666666666666667,1.0,6.665407687180627
519,vec_pragma,0.9448672533035278,5e-06,5e-06,2.9e-05,1.0,5.8,1.0,5.799040191961607
520,vec_pragma,0.9618759751319884,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
521,vec_pragma,0.9684375524520874,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
522,vec_pragma,0.968741536140442,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
523,vec_pragma,0.9766669273376464,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
524,vec_pragma,0.9797990322113036,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
525,vec_pragma,0.926297128200531,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
526,vec_pragma,0.946420669555664,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
527,vec_pragma,0.9535097479820251,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
528,vec_pragma,0.8784527778625488,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
529,vec_pragma,0.9089211821556092,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
530,vec_pragma,0.9206374287605286,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
531,vec_pragma,0.9399174451828004,5e-06,5e-06,2.95e-05,1.0,5.8999999999999995,1.0,5.899020195960807
532,vec_pragma,0.9538297057151794,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
533,vec_pragma,0.9600878357887268,4.5e-06,4.5e-06,3e-05,1.0,6.666666666666667,1.0,6.665407687180627
534,vec_pragma,0.8619534969329834,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
535,vec_pragma,0.8915236592292786,5e-06,5e-06,2.95e-05,1.0,5.8999999999999995,1.0,5.899020195960807
536,vec_pragma,0.9030404090881348,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
537,vec_pragma,0.7765427827835083,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
538,vec_pragma,0.8189162015914917,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
539,vec_pragma,0.838264524936676,5e-06,5e-06,3e-05,1.0,6.0,1.0,5.999000199960008
540,vec_pragma,0.9137129187583924,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
541,vec_pragma,0.9153934717178344,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
542,vec_pragma,0.916210412979126,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
543,vec_pragma,0.7927884459495544,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
544,vec_pragma,0.7966410517692566,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
545,vec_pragma,0.7984848618507385,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
546,vec_pragma,0.725555419921875,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
547,vec_pragma,0.7307554483413696,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
548,vec_pragma,0.7333480715751648,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
549,vec_pragma,0.8175908327102661,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
550,vec_pragma,0.8210179209709167,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
551,vec_pragma,0.8227304816246033,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
552,vec_pragma,0.602073073387146,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
553,vec_pragma,0.6068208813667297,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
554,vec_pragma,0.6091964840888977,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
555,vec_pragma,0.4695132970809936,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
556,vec_pragma,0.4742476344108581,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
557,vec_pragma,0.4766297340393066,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
558,vec_pragma,0.6817872524261475,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
559,vec_pragma,0.6883686780929565,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
560,vec_pragma,0.6914771199226379,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
561,vec_pragma,0.4163230955600738,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
562,vec_pragma,0.4222191274166107,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
563,vec_pragma,0.4250858128070831,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
564,vec_pragma,0.2889647185802459,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
565,vec_pragma,0.2937150299549103,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
566,vec_pragma,0.296108216047287,3e-06,3e-06,4e-06,1.0,1.3333333333333333,1.0,1.3332222592469174
567,vec_pragma,0.9597980380058287,3e-06,3e-06,9e-06,1.0,3.0,1.0,2.999333555481506
568,vec_pragma,0.9630600214004515,3e-06,3e-06,8.5e-06,1.0,2.833333333333333,1.0,2.8327224258580475
569,vec_pragma,0.963773250579834,4e-06,4e-06,9e-06,1.0,2.25,1.0,2.249687578105474
570,vec_pragma,0.8939893841743469,4e-06,4e-06,9e-06,1.0,2.25,1.0,2.249687578105474
571,vec_pragma,0.9033485054969788,4e-06,4e-06,9e-06,1.0,2.25,1.0,2.249687578105474
572,vec_pragma,0.9052770733833312,4e-06,4e-06,9e-06,1.0,2.25,1.0,2.249687578105474
573,vec_pragma,0.8444218039512634,3.5e-06,3.5e-06,8e-06,1.0,2.2857142857142856,1.0,2.2853470437017993
574,vec_pragma,0.8575084209442139,3e-06,3e-06,9e-06,1.0,3.0,1.0,2.999333555481506
575,vec_pragma,0.860522985458374,3.5e-06,3.5e-06,8.5e-06,1.0,2.4285714285714284,1.0,2.4281633818908883
576,vec_pragma,0.9106206893920898,4e-06,4e-06,8.5e-06,1.0,2.125,1.0,2.1247188202949268
577,vec_pragma,0.9159426689147948,3.5e-06,3.5e-06,9e-06,1.0,2.5714285714285716,1.0,2.5709797200799773
578,vec_pragma,0.9178364276885986,3.5e-06,3.5e-06,9e-06,1.0,2.5714285714285716,1.0,2.5709797200799773
579,vec_pragma,0.7862496376037598,3e-06,3e-06,8.5e-06,1.0,2.833333333333333,1.0,2.8327224258580475
580,vec_pragma,0.7971156239509583,4e-06,4e-06,9e-06,1.0,2.25,1.0,2.249687578105474
581,vec_pragma,0.8003476858139038,3e-06,3e-06,8.5e-06,1.0,2.833333333333333,1.0,2.8327224258580475
582,vec_pragma,0.6813938021659851,3.5e-06,3.5e-06,8.5e-06,1.0,2.4285714285714284,1.0,2.4281633818908883
583,vec_pragma,0.6964753866195679,3.5e-06,3.5e-06,8.5e-06,1.0,2.4285714285714284,1.0,2.4281633818908883
584,vec_pragma,0.7010603547096252,3.5e-06,3.5e-06,8.5e-06,1.0,2.4285714285714284,1.0,2.4281633818908883
585,vec_pragma,0.8265446424484253,4e-06,4e-06,8.5e-06,1.0,2.125,1.0,2.1247188202949268
586,vec_pragma,0.8347745537757874,3.5e-06,3.5e-06,9e-06,1.0,2.5714285714285716,1.0,2.5709797200799773
587,vec_pragma,0.8386242389678955,4e-06,4e-06,9e-06,1.0,2.25,1.0,2.249687578105474
588,vec_pragma,0.6316419243812561,3.5e-06,3.5e-06,9e-06,1.0,2.5714285714285716,1.0,2.5709797200799773
589,vec_pragma,0.643069326877594,3e-06,3e-06,1.35e-05,1.0,4.5,1.0,4.498833722092636
590,vec_pragma,0.6485239863395691,3.5e-06,3.5e-06,8.5e-06,1.0,2.4285714285714284,1.0,2.4281633818908883
591,vec_pragma,0.5092541575431824,4e-06,4e-06,9e-06,1.0,2.25,1.0,2.249687578105474
592,vec_pragma,0.5191537737846375,3e-06,3e-06,8.5e-06,1.0,2.833333333333333,1.0,2.8327224258580475
593,vec_pragma,0.5243895649909973,3.5e-06,3.5e-06,8.5e-06,1.0,2.4285714285714284,1.0,2.4281633818908883
594,vec_pragma,0.9863638281822203,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
595,vec_pragma,0.9886847138404846,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
596,vec_pragma,0.989679992198944,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
597,vec_pragma,0.9623740911483764,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
598,vec_pragma,0.9690682888031006,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
599,vec_pragma,0.9717051386833192,4e-06,4e-06,2.05e-05,1.0,5.125,1.0,5.123969007748063
600,vec_pragma,0.933688461780548,4e-06,4e-06,2e-05,1.0,5.000000000000001,1.0,4.999000249937517
601,vec_pragma,0.945246398448944,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
602,vec_pragma,0.9499790668487548,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
603,vec_pragma,0.9673771262168884,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
604,vec_pragma,0.9719598293304444,3.5e-06,3.5e-06,2.1e-05,1.0,6.0,1.0,5.998571836618108
605,vec_pragma,0.9739118814468384,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
606,vec_pragma,0.9251043796539308,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
607,vec_pragma,0.9340409636497498,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
608,vec_pragma,0.9376422762870787,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
609,vec_pragma,0.8734608292579651,4e-06,4e-06,2.05e-05,1.0,5.125,1.0,5.123969007748063
610,vec_pragma,0.8881400227546692,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
611,vec_pragma,0.8936966061592102,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
612,vec_pragma,0.93315988779068,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
613,vec_pragma,0.9406247138977052,4e-06,4e-06,2.05e-05,1.0,5.125,1.0,5.123969007748063
614,vec_pragma,0.943455457687378,4e-06,4e-06,2.05e-05,1.0,5.125,1.0,5.123969007748063
615,vec_pragma,0.8477869033813477,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
616,vec_pragma,0.8598501086235046,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
617,vec_pragma,0.8649440407752991,4e-06,4e-06,2.05e-05,1.0,5.125,1.0,5.123969007748063
618,vec_pragma,0.7618374824523926,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
619,vec_pragma,0.7779510021209717,4e-06,4e-06,2.1e-05,1.0,5.25,1.0,5.24893776555861
620,vec_pragma,0.7827913165092468,3.5e-06,3.5e-06,2.05e-05,1.0,5.857142857142858,1.0,5.85575549842902
621,vec_pragma,0.9927229285240172,7e-06,7e-06,4.3e-05,1.0,6.142857142857143,1.0,6.14212255392087
622,vec_pragma,0.9953775405883788,6e-06,6e-06,4.3e-05,1.0,7.166666666666667,1.0,7.165639060156641
623,vec_pragma,0.9962100982666016,6.5e-06,6.5e-06,4.3e-05,1.0,6.615384615384616,1.0,6.614520842947241
624,vec_pragma,0.9784160852432252,6.5e-06,6.5e-06,4.3e-05,1.0,6.615384615384616,1.0,6.614520842947241
625,vec_pragma,0.9868674278259276,7e-06,7e-06,4.3e-05,1.0,6.142857142857143,1.0,6.14212255392087
626,vec_pragma,0.9893757104873656,6e-06,6e-06,4.3e-05,1.0,7.166666666666667,1.0,7.165639060156641
627,vec_pragma,0.9601151943206788,7e-06,7e-06,4.3e-05,1.0,6.142857142857143,1.0,6.14212255392087
628,vec_pragma,0.9762513041496276,7e-06,7e-06,4.3e-05,1.0,6.142857142857143,1.0,6.14212255392087
629,vec_pragma,0.9809561371803284,6.5e-06,6.5e-06,4.3e-05,1.0,6.615384615384616,1.0,6.614520842947241
630,vec_pragma,0.9806796312332152,6.5e-06,6.5e-06,4.3e-05,1.0,6.615384615384616,1.0,6.614520842947241
631,vec_pragma,0.9874086380004884,7e-06,7e-06,4.3e-05,1.0,6.142857142857143,1.0,6.14212255392087
632,vec_pragma,0.9894832968711852,6e-06,6e-06,4.3e-05,1.0,7.166666666666667,1.0,7.165639060156641
633,vec_pragma,0.9463955760002136,6e-06,6e-06,4.3e-05,1.0,7.166666666666667,1.0,7.165639060156641
634,vec_pragma,0.9662948846817015,6.5e-06,6.5e-06,4.3e-05,1.0,6.615384615384616,1.0,6.614520842947241
635,vec_pragma,0.9721637964248656,6.5e-06,6.5e-06,4.3e-05,1.0,6.615384615384616,1.0,6.614520842947241
636,vec_pragma,0.9039533734321594,6.5e-06,6.5e-06,4.3e-05,1.0,6.615384615384616,1.0,6.614520842947241
637,vec_pragma,0.9371781945228576,7e-06,7e-06,4.3e-05,1.0,6.142857142857143,1.0,6.14212255392087
638,vec_pragma,0.9477639198303224,6.5e-06,6.5e-06,4.3e-05,1.0,6.615384615384616,1.0,6.614520842947241
639,vec_pragma,0.9604985117912292,6e-06,6e-06,4.3e-05,1.0,7.166666666666667,1.0,7.165639060156641
640,vec_pragma,0.9735009670257568,6e-06,6e-06,4.3e-05,1.0,7.166666666666667,1.0,7.165639060156641
641,vec_pragma,0.9779483079910278,6e-06,6e-06,4.3e-05,1.0,7.166666666666667,1.0,7.165639060156641
642,vec_pragma,0.8923305869102478,7e-06,7e-06,4.3e-05,1.0,6.142857142857143,1.0,6.14212255392087
643,vec_pragma,0.926584243774414,6.5e-06,6.5e-06,4.3e-05,1.0,6.615384615384616,1.0,6.614520842947241
644,vec_pragma,0.937103033065796,6.5e-06,6.5e-06,4.3e-05,1.0,6.615384615384616,1.0,6.614520842947241
645,vec_pragma,0.8078882098197937,6e-06,6e-06,4.3e-05,1.0,7.166666666666667,1.0,7.165639060156641
646,vec_pragma,0.8627476096153259,6.5e-06,6.5e-06,4.3e-05,1.0,6.615384615384616,1.0,6.614520842947241
647,vec_pragma,0.8838137984275818,6e-06,6e-06,4.3e-05,1.0,7.166666666666667,1.0,7.165639060156641
648,vec_pragma,0.9503628015518188,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
649,vec_pragma,0.9536707401275636,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
650,vec_pragma,0.9542133808135986,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
651,vec_pragma,0.8561175465583801,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
652,vec_pragma,0.8664051294326782,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
653,vec_pragma,0.8680449724197388,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
654,vec_pragma,0.7960988283157349,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
655,vec_pragma,0.8097134828567505,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
656,vec_pragma,0.8120381236076355,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
657,vec_pragma,0.8882012963294983,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
658,vec_pragma,0.8936781287193298,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
659,vec_pragma,0.8949131369590759,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
660,vec_pragma,0.7011790871620178,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
661,vec_pragma,0.7128320336341858,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
662,vec_pragma,0.7151638865470886,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
663,vec_pragma,0.5595316290855408,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
664,vec_pragma,0.5757799744606018,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
665,vec_pragma,0.5784235000610352,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
666,vec_pragma,0.7879334092140198,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
667,vec_pragma,0.7935845851898193,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
668,vec_pragma,0.7964532375335693,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
669,vec_pragma,0.5265819430351257,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
670,vec_pragma,0.5342397689819336,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
671,vec_pragma,0.5376015901565552,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
672,vec_pragma,0.3712982833385467,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
673,vec_pragma,0.3788804411888122,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
674,vec_pragma,0.3817911744117737,2e-06,2e-06,5e-06,1.0,2.5000000000000004,1.0,2.499250374812594
675,vec_pragma,0.9786707758903505,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
676,vec_pragma,0.980624496936798,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
677,vec_pragma,0.9819923639297484,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
678,vec_pragma,0.9334163665771484,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
679,vec_pragma,0.9400522708892822,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
680,vec_pragma,0.9447329640388488,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
681,vec_pragma,0.8946539163589478,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
682,vec_pragma,0.9048470258712769,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
683,vec_pragma,0.911629855632782,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
684,vec_pragma,0.9501731991767884,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
685,vec_pragma,0.9540117383003236,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
686,vec_pragma,0.9561668038368224,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
687,vec_pragma,0.861082136631012,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
688,vec_pragma,0.8704943656921387,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
689,vec_pragma,0.8766118884086609,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
690,vec_pragma,0.768259584903717,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
691,vec_pragma,0.7841021418571472,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
692,vec_pragma,0.7937131524085999,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
693,vec_pragma,0.8970330357551575,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
694,vec_pragma,0.9034546613693236,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
695,vec_pragma,0.9065607786178588,3e-06,3e-06,1.25e-05,1.0,4.166666666666667,1.0,4.165611462845718
696,vec_pragma,0.7400612831115723,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
697,vec_pragma,0.7519183158874512,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
698,vec_pragma,0.7575234770774841,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
699,vec_pragma,0.6186139583587646,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
700,vec_pragma,0.6310393810272217,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
701,vec_pragma,0.636134147644043,3e-06,3e-06,1.3e-05,1.0,4.333333333333333,1.0,4.332222592469177
702,vec_pragma,0.9927661418914796,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
703,vec_pragma,0.9941457509994508,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
704,vec_pragma,0.9947274327278136,5e-06,5e-06,2.7e-05,1.0,5.3999999999999995,1.0,5.399120175964806
